player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Nikola Jokic,DEN,11300,6.5,0.0,1,1,2025-12-23T00:00:00+00:00
Shai Gilgeous-Alexander,OKC,8200,4.9,0.0,1,2,2025-12-23T00:00:00+00:00
Cade Cunningham,DET,5300,5.1,0.2,2,3,2025-12-23T00:00:00+00:00
Jalen Johnson,ATL,5000,4.5,0.2,2,4,2025-12-23T00:00:00+00:00
Tyrese Maxey,PHI,4700,1.7,0.0,3,5,2025-12-23T00:00:00+00:00
Donovan Mitchell,CLE,3000,3.9,0.2,3,6,2025-12-23T00:00:00+00:00
Cooper Flagg,DAL,2800,7.9,0.9,5,7,2025-12-23T00:00:00+00:00
Alperen Sengun,HOU,2800,4.4,0.3,2,8,2025-12-23T00:00:00+00:00
Anthony Edwards,MIN,2600,5.6,0.3,5,9,2025-12-23T00:00:00+00:00
James Harden,LAC,2600,4.1,0.2,2,10,2025-12-23T00:00:00+00:00
Keyonte George,UTA,2400,3.3,0.5,3,11,2025-12-23T00:00:00+00:00
Josh Giddey,CHI,2400,4.1,0.4,3,12,2025-12-23T00:00:00+00:00
Deni Avdija,POR,2300,3.5,0.4,3,13,2025-12-23T00:00:00+00:00
Kel'el Ware,MIA,2200,1.8,1.1,3,14,2025-12-23T00:00:00+00:00
