player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Victor Wembanyama,SA,16700,1.5,0.0,1,1,2026-03-28T12:00:00.000000+00:00
Luka Doncic,DAL,14800,5.0,0.0,1,2,2026-03-28T12:00:00.000000+00:00
Shai Gilgeous-Alexander,OKC,8800,4.6,0.0,1,3,2026-03-28T12:00:00.000000+00:00
Tyrese Maxey,PHI,7200,4.3,0.0,4,4,2026-03-28T12:00:00.000000+00:00
VJ Edgecombe,PHI,6400,2.9,0.5,3,5,2026-03-28T12:00:00.000000+00:00
Josh Giddey,CHI,5600,5.1,0.3,3,6,2026-03-28T12:00:00.000000+00:00
Jalen Brunson,NY,4400,4.3,0.2,5,7,2026-03-28T12:00:00.000000+00:00
Devin Booker,PHX,4200,5.0,0.3,5,8,2026-03-28T12:00:00.000000+00:00
Austin Reaves,LAL,4000,4.5,0.0,2,9,2026-03-28T12:00:00.000000+00:00
Jaren Jackson Jr.,MEM,2800,3.3,1.5,5,10,2026-03-28T12:00:00.000000+00:00
Bam Adebayo,MIA,2700,3.7,0.7,4,11,2026-03-28T12:00:00.000000+00:00
Karl-Anthony Towns,NY,2700,4.3,1.0,5,12,2026-03-28T12:00:00.000000+00:00
Lauri Markkanen,UTAH,2600,3.9,0.1,5,13,2026-03-28T12:00:00.000000+00:00
Scottie Barnes,TOR,2400,5.1,0.6,4,14,2026-03-28T12:00:00.000000+00:00
