player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Jalen Brunson,NYK,13900,7.2,0.3,1,1,2025-12-09T00:00:00+00:00
Scottie Barnes,TOR,9600,2.0,0.4,2,2,2025-12-09T00:00:00+00:00
Brandon Ingram,TOR,8400,4.8,0.9,2,3,2025-12-09T00:00:00+00:00
Josh Hart,NYK,7400,4.8,1.0,2,4,2025-12-09T00:00:00+00:00
Bam Adebayo,MIA,5700,3.2,0.7,2,5,2025-12-09T00:00:00+00:00
Mikal Bridges,NYK,5500,3.3,0.6,3,6,2025-12-09T00:00:00+00:00
Anthony Black,ORL,5400,2.4,1.7,4,7,2025-12-09T00:00:00+00:00
Norman Powell,LAC,5100,3.4,0.6,2,8,2025-12-09T00:00:00+00:00
Paolo Banchero,ORL,5000,2.6,0.8,5,9,2025-12-09T00:00:00+00:00
Desmond Bane,MEM,4800,5.9,0.9,3,10,2025-12-09T00:00:00+00:00
OG Anunoby,NYK,4500,2.2,1.1,5,11,2025-12-09T00:00:00+00:00
Jalen Suggs,ORL,4300,2.4,1.2,3,12,2025-12-09T00:00:00+00:00
Sandro Mamukelashvili,MIL,3100,0.5,2.2,5,13,2025-12-09T00:00:00+00:00
Kel'el Ware,MIA,2600,1.3,1.3,4,14,2025-12-09T00:00:00+00:00
