player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Nikola Jokic,DEN,15000,6.7,0.0,1,1,2025-11-21T00:00:00+00:00
Shai Gilgeous-Alexander,OKC,10700,5.1,0.0,2,2,2025-11-21T00:00:00+00:00
Stephen Curry,GSW,6700,6.5,0.2,2,3,2025-11-21T00:00:00+00:00
Lauri Markkanen,UTA,4500,3.4,0.2,3,4,2025-11-21T00:00:00+00:00
Alperen Sengun,HOU,4500,2.2,0.2,2,5,2025-11-21T00:00:00+00:00
Donovan Mitchell,CLE,4200,3.9,0.2,3,6,2025-11-21T00:00:00+00:00
Deni Avdija,POR,4200,4.6,0.5,2,7,2025-11-21T00:00:00+00:00
Kevin Durant,PHX,3700,2.1,0.7,4,8,2025-11-21T00:00:00+00:00
Devin Booker,PHX,3600,2.1,0.4,3,9,2025-11-21T00:00:00+00:00
Josh Giddey,CHI,3600,3.5,0.2,3,10,2025-11-21T00:00:00+00:00
Anthony Edwards,MIN,3300,5.9,0.6,5,11,2025-11-21T00:00:00+00:00
Jaylen Brown,BOS,2800,3.7,0.4,3,12,2025-11-21T00:00:00+00:00
Cooper Flagg,NOP,2400,4.5,1.3,5,13,2025-11-21T00:00:00+00:00
Scottie Barnes,TOR,2400,3.7,0.4,3,14,2025-11-21T00:00:00+00:00
