player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Luka Doncic,LAL,8700,5.2,,1,1,2026-01-08T18:00:00+00:00
Tyrese Maxey,PHI,5400,4.5,,1,2,2026-01-08T18:00:00+00:00
Stephen Curry,GSW,4900,4.8,0.2,2,3,2026-01-08T18:00:00+00:00
Jalen Johnson,ATL,4700,2.4,0.2,2,4,2026-01-08T18:00:00+00:00
Jaylen Brown,BOS,4600,3.7,0.2,2,5,2026-01-08T18:00:00+00:00
Giannis Antetokounmpo,MIL,4600,5.5,,1,6,2026-01-08T18:00:00+00:00
Deni Avdija,POR,4000,4.4,0.3,2,7,2026-01-08T18:00:00+00:00
Shai Gilgeous-Alexander,OKC,3800,6.9,,1,8,2026-01-08T18:00:00+00:00
Jalen Brunson,NYK,3400,5.1,0.3,2,9,2026-01-08T18:00:00+00:00
Kevin Durant,HOU,3200,3.9,0.5,3,10,2026-01-08T18:00:00+00:00
Devin Booker,PHX,3100,3.0,0.5,3,11,2026-01-08T18:00:00+00:00
Keyonte George,UTA,2900,3.7,0.5,2,12,2026-01-08T18:00:00+00:00
Scottie Barnes,TOR,2700,2.1,0.5,3,13,2026-01-08T18:00:00+00:00
Brandon Ingram,TOR,2500,1.6,0.7,3,14,2026-01-08T18:00:00+00:00
