player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Shai Gilgeous-Alexander,OKC,9400,5.9,0.0,1,1,2025-12-31T00:00:00+00:00
Jamal Murray,DEN,6100,3.9,0.2,1,2,2025-12-31T00:00:00+00:00
Giannis Antetokounmpo,MIL,5500,4.8,0.0,1,3,2025-12-31T00:00:00+00:00
Anthony Edwards,MIN,4800,3.9,0.3,2,4,2025-12-31T00:00:00+00:00
Jalen Brunson,NYK,4800,5.3,0.2,2,5,2025-12-31T00:00:00+00:00
Victor Wembanyama,SAS,3700,4.8,0.3,5,6,2025-12-31T00:00:00+00:00
Scottie Barnes,TOR,3500,5.5,0.5,3,7,2025-12-31T00:00:00+00:00
Jalen Johnson,ATL,3500,6.5,0.2,2,8,2025-12-31T00:00:00+00:00
Stephen Curry,GS,3400,3.3,0.2,1,9,2025-12-31T00:00:00+00:00
Deni Avdija,POR,3300,2.5,0.4,3,10,2025-12-31T00:00:00+00:00
Donovan Mitchell,CLE,3000,5.2,0.2,2,11,2025-12-31T00:00:00+00:00
Anthony Black,ORL,3000,2.3,1.3,3,12,2025-12-31T00:00:00+00:00
Jonas Valanciunas,WAS,2800,3.8,3.0,5,13,2025-12-31T00:00:00+00:00
Karl-Anthony Towns,NYK,2500,3.0,0.5,3,14,2025-12-31T00:00:00+00:00
