player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Nikola Jokić,DEN,11500,5.8,0.0,1,1,2025-12-07T00:00:00+00:00
Luka Dončić,LAL,10100,5.8,0.0,1,2,2025-12-07T00:00:00+00:00
Tyrese Maxey,PHI,6800,5.1,0.0,3,3,2025-12-07T00:00:00+00:00
Austin Reaves,LAL,5300,2.1,0.2,2,4,2025-12-07T00:00:00+00:00
Deni Avdija,POR,4600,2.9,0.4,3,5,2025-12-07T00:00:00+00:00
Jaylen Brown,BOS,4500,4.8,0.3,2,6,2025-12-07T00:00:00+00:00
Josh Giddey,CHI,3800,2.0,0.4,3,7,2025-12-07T00:00:00+00:00
Kon Knueppel,BKN,3000,1.9,1.1,5,8,2025-12-07T00:00:00+00:00
Chet Holmgren,OKC,2700,4.1,0.8,4,9,2025-12-07T00:00:00+00:00
Jamal Murray,DEN,2700,6.3,0.2,2,10,2025-12-07T00:00:00+00:00
Scottie Barnes,TOR,2500,3.6,0.4,3,11,2025-12-07T00:00:00+00:00
Brandon Ingram,TOR,2400,3.3,0.9,5,12,2025-12-07T00:00:00+00:00
Pat Spencer,GSW,2400,2.2,2.7,5,13,2025-12-07T00:00:00+00:00
Jalen Brunson,NYK,2200,4.7,0.3,3,14,2025-12-07T00:00:00+00:00
