player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Jalen Brunson,NYK,20800,3.3,0.2,2,1,2025-12-16T00:00:00
Victor Wembanyama,SAS,20600,2.9,0.1,1,2,2025-12-16T00:00:00
Stephon Castle,SAS,14600,3.8,0.7,3,3,2025-12-16T00:00:00
Karl-Anthony Towns,NYK,14600,2.7,0.5,3,4,2025-12-16T00:00:00
De'Aaron Fox,SAS,12100,2.7,0.4,3,5,2025-12-16T00:00:00
Josh Hart,NYK,9200,2.7,1.0,4,6,2025-12-16T00:00:00
OG Anunoby,NYK,7900,5.3,1.0,5,7,2025-12-16T00:00:00
Mikal Bridges,NYK,6300,2.1,0.6,4,8,2025-12-16T00:00:00
Devin Vassell,SAS,6200,2.1,1.3,5,9,2025-12-16T00:00:00
Dylan Harper,NYK,5300,3.2,1.6,5,10,2025-12-16T00:00:00
Julian Champagnie,SAS,3600,1.1,2.0,5,11,2025-12-16T00:00:00
Harrison Barnes,SAS,3300,2.3,1.6,5,12,2025-12-16T00:00:00
Mitchell Robinson,NYK,3000,2.7,2.5,5,13,2025-12-16T00:00:00
Jordan Clarkson,NYK,2000,2.2,2.9,5,14,2025-12-16T00:00:00
