player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Stephen Curry,GSW,10300,1.2,0.2,1,1,2025-11-16T00:00:00+00:00
Devin Booker,PHX,6700,3.3,0.3,2,2,2025-11-16T00:00:00+00:00
Kevin Durant,PHX,5800,3.9,0.6,4,3,2025-11-16T00:00:00+00:00
Lauri Markkanen,UTA,5200,7.0,0.3,2,4,2025-11-16T00:00:00+00:00
Jalen Johnson,ATL,5200,4.9,0.4,2,5,2025-11-16T00:00:00+00:00
Alperen Sengun,HOU,5000,4.8,0.2,2,6,2025-11-16T00:00:00+00:00
Josh Giddey,CHI,4900,5.5,0.3,2,7,2025-11-16T00:00:00+00:00
James Harden,LAC,4200,4.9,0.2,1,8,2025-11-16T00:00:00+00:00
Franz Wagner,ORL,3700,4.4,0.6,3,9,2025-11-16T00:00:00+00:00
Deni Avdija,POR,3700,4.6,0.5,3,10,2025-11-16T00:00:00+00:00
Jaylen Brown,BOS,3500,5.0,0.4,3,11,2025-11-16T00:00:00+00:00
Stephon Castle,SAS,3200,0.8,0.6,4,12,2025-11-16T00:00:00+00:00
Jimmy Butler III,GSW,2700,3.9,0.6,2,13,2025-11-16T00:00:00+00:00
Cooper Flagg,DAL,2400,4.3,1.3,5,14,2025-11-16T00:00:00+00:00
