player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Luka Doncic,LAL,19300,4.9,0,1,1,2025-12-10T00:00:00+00:00
Shai Gilgeous-Alexander,OKC,14800,5.3,0,1,2,2025-12-10T00:00:00+00:00
Austin Reaves,LAL,10400,2.8,0.2,3,3,2025-12-10T00:00:00+00:00
De'Aaron Fox,SAS,8400,3,0.4,3,4,2025-12-10T00:00:00+00:00
Chet Holmgren,OKC,7300,4.9,0.8,4,5,2025-12-10T00:00:00+00:00
Stephon Castle,SAS,6700,4.6,0.8,3,6,2025-12-10T00:00:00+00:00
LeBron James,LAL,6600,3.7,0.6,3,7,2025-12-10T00:00:00+00:00
Dillon Brooks,PHX,6000,1.7,1.1,4,8,2025-12-10T00:00:00+00:00
Deandre Ayton,POR,5100,2.3,1.1,5,9,2025-12-10T00:00:00+00:00
Collin Gillespie,PHX,4000,0.6,1.2,3,10,2025-12-10T00:00:00+00:00
Julian Champagnie,SAS,3900,3,2.1,5,11,2025-12-10T00:00:00+00:00
Dylan Harper,SAS,3900,2.1,1.5,4,12,2025-12-10T00:00:00+00:00
Jalen Williams,OKC,3500,2.8,0.7,4,13,2025-12-10T00:00:00+00:00
Harrison Barnes,SAS,3400,2.3,1.6,4,14,2025-12-10T00:00:00+00:00
Devin Vassell,SAS,2900,2.5,1.3,5,15,2025-12-10T00:00:00+00:00
Mark Williams,CHA,2400,1.5,1.2,5,16,2025-12-10T00:00:00+00:00
Rui Hachimura,LAL,2100,1.2,1.8,5,17,2025-12-10T00:00:00+00:00
