player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Nikola Jokic,DEN,13300,3.2,0.0,1,1,2025-12-29T00:00:00+00:00
Cooper Flagg,DAL,8100,2.7,0.7,2,2,2025-12-29T00:00:00+00:00
Shai Gilgeous-Alexander,OKC,7300,6.5,0.0,2,3,2025-12-29T00:00:00+00:00
Anthony Edwards,MIN,5600,3.9,0.3,2,4,2025-12-29T00:00:00+00:00
Anthony Black,ORL,4500,3.1,1.3,2,5,2025-12-29T00:00:00+00:00
Jalen Brunson,NYK,4400,4.3,0.2,2,6,2025-12-29T00:00:00+00:00
Stephen Curry,GS,4100,4.0,0.2,2,7,2025-12-29T00:00:00+00:00
Deni Avdija,POR,3400,4.8,0.4,2,8,2025-12-29T00:00:00+00:00
Donovan Mitchell,CLE,3200,2.3,0.2,2,9,2025-12-29T00:00:00+00:00
Giannis Antetokounmpo,MIL,3000,4.6,0.0,3,10,2025-12-29T00:00:00+00:00
Scottie Barnes,TOR,2600,2.7,0.5,3,11,2025-12-29T00:00:00+00:00
Karl-Anthony Towns,NYK,2400,3.1,0.5,3,12,2025-12-29T00:00:00+00:00
Kevin Durant,PHX,2200,4.2,0.5,5,13,2025-12-29T00:00:00+00:00
Josh Giddey,CHI,2200,1.6,0.4,3,14,2025-12-29T00:00:00+00:00
