player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Nikola Jokic,DEN,15500,7.1,0.0,1,1,2025-12-15T00:00:00
Cooper Flagg,CHA,8400,5.9,1.0,2,2,2025-12-15T00:00:00
Cade Cunningham,DET,7700,5.2,0.2,2,3,2025-12-15T00:00:00
Kevin Durant,PHX,6200,4.2,0.7,2,4,2025-12-15T00:00:00
Jaylen Brown,BOS,5900,5.4,0.3,2,5,2025-12-15T00:00:00
Alperen Sengun,HOU,4400,5.8,0.3,2,6,2025-12-15T00:00:00
Jamal Murray,DEN,3800,4.5,0.2,2,7,2025-12-15T00:00:00
Lauri Markkanen,UTA,3800,6.2,0.4,3,8,2025-12-15T00:00:00
Brandon Ingram,NOP,3200,4.1,0.8,3,9,2025-12-15T00:00:00
Keyonte George,UTA,3200,5.7,0.5,3,10,2025-12-15T00:00:00
Scottie Barnes,TOR,3000,3.6,0.4,3,11,2025-12-15T00:00:00
Amen Thompson,HOU,2900,3.0,0.7,4,12,2025-12-15T00:00:00
Jalen Duren,DET,2800,1.4,0.7,4,13,2025-12-15T00:00:00
Ivica Zubac,LAC,2800,1.4,0.7,3,14,2025-12-15T00:00:00
