player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Nikola Jokic,DEN,10800,5.1,0.0,1,1,2025-11-29T00:00:00+00:00
Cade Cunningham,DET,9400,4.1,0.1,1,2,2025-11-29T00:00:00+00:00
Giannis Antetokounmpo,MIL,7700,4.4,0.0,1,3,2025-11-29T00:00:00+00:00
James Harden,CLE,6800,4.4,0.1,2,4,2025-11-29T00:00:00+00:00
Josh Giddey,CHI,4900,3.4,0.3,2,5,2025-11-29T00:00:00+00:00
Devin Booker,PHX,4800,4.1,0.5,3,6,2025-11-29T00:00:00+00:00
Jimmy Butler,GSW,4400,4.4,0.5,3,7,2025-11-29T00:00:00+00:00
Anthony Edwards,MIN,4000,5.7,0.3,4,8,2025-11-29T00:00:00+00:00
Brandon Ingram,NOP,3900,3.0,0.7,3,9,2025-11-29T00:00:00+00:00
Jamal Murray,DEN,3100,3.2,0.3,2,10,2025-11-29T00:00:00+00:00
Cooper Flagg,NOP,2900,4.3,1.1,5,11,2025-11-29T00:00:00+00:00
Pascal Siakam,IND,2800,5.1,0.5,3,12,2025-11-29T00:00:00+00:00
Scottie Barnes,TOR,2600,5.4,0.4,3,13,2025-11-29T00:00:00+00:00
