player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Jalen Green,PHX,728,5.6,1.6,,1,2026-03-18T05:03:38.821369+00:00
Dejounte Murray,NOP,231,6.7,1.1,,2,2026-03-18T05:03:38.821369+00:00
Brice Sensabaugh,UTA,136,4.5,2.2,,3,2026-03-18T05:03:38.821369+00:00
Donovan Clingan,POR,186,5.4,1.0,,4,2026-03-18T05:03:38.821369+00:00
Jalen Duren,DET,128,5.7,0.7,,5,2026-03-18T05:03:38.821369+00:00
Anthony Edwards,MIN,2000,6.5,0.3,,6,2026-03-18T05:03:38.821369+00:00
Gui Santos,GSW,146,3.2,2.6,,7,2026-03-18T05:03:38.821369+00:00
Mitchell Robinson,NYK,227,3.5,2.1,,8,2026-03-18T05:03:38.821369+00:00
Javon Small,MEM,119,3.5,2.0,,9,2026-03-18T05:03:38.821369+00:00
Brandon Ingram,TOR,382,5.3,0.7,,10,2026-03-18T05:03:38.821369+00:00
Jrue Holiday,POR,32,4.8,0.9,,11,2026-03-18T05:03:38.821369+00:00
Marcus Sasser,DET,2,2.7,3.0,,12,2026-03-18T05:03:38.821369+00:00
Brandin Podziemski,GSW,207,3.9,1.4,,13,2026-03-18T05:03:38.821369+00:00
