player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Nikola Jokic,DEN,15700,4.5,0.0,1,1,2026-03-28T00:00:00.000000+00:00
Shai Gilgeous-Alexander,OKC,15300,5.1,0.0,1,2,2026-03-28T00:00:00.000000+00:00
Devin Booker,PHX,9100,3.1,0.9,4,3,2026-03-28T00:00:00.000000+00:00
Paolo Banchero,ORL,8000,3.3,1.8,5,4,2026-03-28T00:00:00.000000+00:00
VJ Edgecombe,PHI,6800,3.4,0.1,3,5,2026-03-28T00:00:00.000000+00:00
Tyrese Maxey,PHI,6700,5.4,0.0,3,6,2026-03-28T00:00:00.000000+00:00
Ja Morant,MEM,6300,3.5,0.9,4,7,2026-03-28T00:00:00.000000+00:00
Trae Young,ATL,5800,2.1,0.8,3,8,2026-03-28T00:00:00.000000+00:00
Pascal Siakam,IND,5200,2.4,0.0,4,9,2026-03-28T00:00:00.000000+00:00
Aaron Gordon,DEN,4000,2.6,0.0,3,10,2026-03-28T00:00:00.000000+00:00
Dyson Daniels,ATL,3500,1.0,3.0,5,11,2026-03-28T00:00:00.000000+00:00
LaMelo Ball,CHA,3500,5.1,0.9,5,12,2026-03-28T00:00:00.000000+00:00
Franz Wagner,ORL,3200,2.0,0.3,3,13,2026-03-28T00:00:00.000000+00:00
