player,team,draft_count,actual_rs,actual_card_boost,avg_finish,rank,saved_at
Giannis Antetokounmpo,MIL,26500,6.2,0,1,1,2026-03-28T00:00:00+00:00
Anthony Davis,MIN,16400,3.5,0,2,2,2026-03-28T00:00:00+00:00
Victor Wembanyama,SAS,14700,6.9,0,2,3,2026-03-28T00:00:00+00:00
James Harden,LAC,10000,2.6,0,2,4,2026-03-28T00:00:00+00:00
Joel Embiid,PHI,8500,1.4,0,3,5,2026-03-28T00:00:00+00:00
Cade Cunningham,DET,8300,3.4,0,3,6,2026-03-28T00:00:00+00:00
Anthony Edwards,MIN,7700,4.4,0,3,7,2026-03-28T00:00:00+00:00
Jalen Brunson,NYK,7000,2.9,0,4,8,2026-03-28T00:00:00+00:00
Devin Booker,PHX,5500,3.2,0,5,9,2026-03-28T00:00:00+00:00
Kawhi Leonard,LAC,5100,1.5,0,4,10,2026-03-28T00:00:00+00:00
Donovan Mitchell,CLE,4200,4.7,0,5,11,2026-03-28T00:00:00+00:00
DeMar DeRozan,SAC,4200,6.4,0,5,12,2026-03-28T00:00:00+00:00
Cooper Flagg,WAS,3200,1.0,0,5,13,2026-03-28T00:00:00+00:00
Klay Thompson,DAL,2800,1.2,0,5,14,2026-03-28T00:00:00+00:00
