date,player_name,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
2026-02-27,Jaylen Brown,6.2,0.3,949,,14.2,highest_value
2026-02-27,Christian Braun,3.6,1.9,10,,14.0,highest_value
2026-02-27,Nikola Vučević,5.0,0.8,189,,13.9,highest_value
2026-02-27,Jalen Brunson,5.4,0.4,796,,13.0,highest_value
2026-02-27,Baylor Scheierman,2.6,3.0,5,,13.0,highest_value
2026-02-26,Precious Achiuwa,7.2,2.6,28,,33.0,highest_value
2026-02-26,Corey Kispert,5.4,3.0,3,,27.1,highest_value
2026-02-26,Saddiq Bey,7.2,1.1,48,,22.4,highest_value
2026-02-26,Julian Champagnie,5.6,1.9,10,,21.7,highest_value
2026-02-26,Nique Clifford,3.6,3.0,23,,17.8,highest_value
2026-02-26,Robert Williams III,3.9,2.5,6,,17.3,highest_value
2026-02-26,Desmond Bane,6.4,0.7,521,,17.2,highest_value
2026-02-26,Naji Marshall,5.0,1.3,168,,16.6,highest_value
2026-02-26,Reed Sheppard,4.6,1.6,27,,16.4,highest_value
2026-02-26,Devin Carter,3.3,3.0,2,,16.3,highest_value
2026-02-26,Dejounte Murray,3.1,3.0,170,,15.6,highest_value
2026-02-26,Daeqwon Plowden,3.1,3.0,3,,15.4,highest_value
2026-02-26,Brandon Miller,5.0,0.9,36,,14.5,highest_value
2026-02-25,Jaylin Williams,4.8,2.9,48,,23.5,highest_value
2026-02-25,Will Richard,4.4,3.0,8,,22.1,highest_value
2026-02-25,Gui Santos,3.5,3.0,252,,17.4,highest_value
2026-02-25,Dylan Harper,4.3,1.8,8,,16.5,highest_value
2026-02-25,Aaron Wiggins,3.7,2.4,14,,16.1,highest_value
2026-02-25,Alperen Şengün,6.6,0.4,388,,15.8,highest_value
2026-02-25,Pat Spencer,3.1,3.0,12,,15.7,highest_value
2026-02-25,Jarrett Allen,5.1,1.0,224,,15.4,highest_value
2026-02-25,Cason Wallace,3.4,2.0,1500,,14.5,highest_value
2026-02-25,Gary Payton II,2.9,3.0,1,,14.4,highest_value
2026-02-25,Keon Ellis,2.9,3.0,11,,14.3,highest_value
2026-02-25,Jalen Duren,5.2,0.7,189,,14.1,highest_value
2026-02-25,Josh Okogie,2.8,3.0,5,,14.0,highest_value
2026-02-24,Cason Wallace,5.8,2.2,139,,24.2,highest_value
2026-02-24,Jonathan Kuminga,5.8,2.1,10,,23.8,highest_value
2026-02-24,Jaden McDaniels,7.0,1.2,162,,22.4,highest_value
2026-02-24,Micah Potter,4.1,3.0,1,,20.4,highest_value
2026-02-24,Brandon Williams,4.2,1.9,7,,16.5,highest_value
2026-02-24,Isaiah Joe,3.7,2.3,155,,15.7,highest_value
2026-02-24,Dean Wade,3.3,3.0,3,,15.7,highest_value
2026-02-24,Matas Buzelis,4.6,1.4,20,,15.6,highest_value
2026-02-24,Kris Murray,3.1,3.0,1,,15.5,highest_value
2026-02-24,Gui Santos,3.1,3.0,249,,15.5,highest_value
2026-02-24,Wendell Carter Jr.,4.1,1.6,24,,14.9,highest_value
2026-02-24,Kevin Porter Jr.,5.9,0.5,75,,14.8,highest_value
2026-02-24,Kam Jones,2.9,3.0,4,,14.6,highest_value
2026-02-23,Jabari Smith Jr.,6.4,1.2,407,,20.4,highest_value
2026-02-23,Javon Small,4.2,2.7,5,,19.7,highest_value
2026-02-23,Devin Vassell,5.3,1.6,20,,19.1,highest_value
2026-02-23,Precious Achiuwa,4.0,2.7,18,,18.8,highest_value
2026-02-23,Nique Clifford,3.2,3.0,95,,15.8,highest_value
2026-02-23,Ron Holland II,3.1,3.0,18,,15.6,highest_value
2026-02-23,Brice Sensabaugh,3.3,2.4,169,,14.6,highest_value
2026-02-23,Victor Wembanyama,5.6,0.3,5000,,12.8,highest_value
2026-02-23,Daeqwon Plowden,2.5,3.0,1,,12.5,highest_value
2026-02-23,Jalen Duren,4.6,0.7,590,,12.3,highest_value
2026-02-23,Olivier-Maxence Prosper,2.5,3.0,47,,12.3,highest_value
2026-02-23,Julian Champagnie,3.0,2.0,69,,12.0,highest_value
2026-02-23,Rayan Rupert,2.4,3.0,3,,11.8,highest_value
2026-02-22,Al Horford,5.3,2.2,2,,22.1,highest_value
2026-02-22,LaMelo Ball,8.4,0.6,154,,21.7,highest_value
2026-02-22,Khris Middleton,4.6,2.3,1,,19.8,highest_value
2026-02-22,Cason Wallace,4.5,2.3,172,,19.3,highest_value
2026-02-22,Gui Santos,3.8,3.0,122,,19.2,highest_value
2026-02-22,Moses Moody,4.4,2.0,9,,17.4,highest_value
2026-02-22,Immanuel Quickley,6.1,0.8,26,,17.0,highest_value
2026-02-22,Desmond Bane,6.1,0.8,323,,17.0,highest_value
2026-02-22,Jarace Walker,3.7,2.5,83,,16.8,highest_value
2026-02-22,Brandin Podziemski,4.7,1.5,8,,16.3,highest_value
2026-02-22,Isaiah Joe,3.7,2.4,23,,16.3,highest_value
2026-02-22,Nikola Jokić,7.3,,3700,,14.5,highest_value
2026-02-22,P.J. Washington,4.1,1.5,8,,14.4,highest_value
2026-02-21,GG Jackson II,4.8,2.6,154,,22.5,highest_value
2026-02-21,Desmond Bane,6.5,0.8,261,,18.1,highest_value
2026-02-21,Jaylen Wells,4.0,2.2,38,,16.8,highest_value
2026-02-21,Jalen Green,3.7,2.5,400,,16.7,highest_value
2026-02-21,Andrew Wiggins,5.2,1.1,91,,16.0,highest_value
2026-02-21,Jordan Poole,3.9,1.8,1,,14.8,highest_value
2026-02-21,Guerschon Yabusele,2.9,3.0,3,,14.5,highest_value
2026-02-21,Norman Powell,5.1,0.8,270,,14.4,highest_value
2026-02-21,Oso Ighodaro,2.6,3.0,3,,13.2,highest_value
2026-02-21,Olivier-Maxence Prosper,2.6,3.0,44,,13.0,highest_value
2026-02-21,Maxime Raynaud,3.0,2.3,347,,13.0,highest_value
2026-02-21,Victor Wembanyama,5.6,0.3,3200,,12.9,highest_value
2026-02-21,Isaac Okoro,2.6,2.9,2,,12.8,highest_value
2026-02-20,Alondes Williams,4.9,2.3,2,,20.2,highest_value
2026-02-20,Brook Lopez,3.7,3.0,5,,18.6,highest_value
2026-02-20,Julian Strawther,3.6,3.0,15,,18.2,highest_value
2026-02-20,Sion James,3.5,3.0,1,,17.7,highest_value
2026-02-20,Ryan Rollins,5.9,0.9,120,,17.0,highest_value
2026-02-20,Javon Small,3.4,2.9,2,,16.5,highest_value
2026-02-20,Rudy Gobert,5.1,1.1,27,,15.9,highest_value
2026-02-20,Luka Dončić,7.8,,3400,,15.6,highest_value
2026-02-20,Kon Knueppel,5.3,0.9,865,,15.5,highest_value
2026-02-20,Anthony Gill,3.2,3.0,6,,15.2,highest_value
2026-02-20,Jay Huff,3.6,2.1,73,,14.9,highest_value
2026-02-20,Cam Thomas,3.7,2.0,88,,14.8,highest_value
2026-02-20,Olivier-Maxence Prosper,2.9,3.0,6,,14.5,highest_value
2026-02-19,Paul Reed,3.9,2.9,424,,19.3,highest_value
2026-02-19,Grant Williams,3.8,3.0,4,,18.8,highest_value
2026-02-19,Bennedict Mathurin,5.5,1.4,20,,18.7,highest_value
2026-02-19,Bruce Brown,3.7,2.7,12,,17.4,highest_value
2026-02-19,Cade Cunningham,7.4,0.2,1200,,16.3,highest_value
2026-02-19,Kevin Durant,6.4,0.5,496,,15.9,highest_value
2026-02-19,Precious Achiuwa,3.2,2.9,4,,15.7,highest_value
2026-02-19,Maxime Raynaud,3.6,2.4,42,,15.7,highest_value
2026-02-19,Jarace Walker,3.3,2.6,276,,15.2,highest_value
2026-02-19,Will Richard,3.0,3.0,2,,15.1,highest_value
2026-02-19,Ben Sheppard,3.0,3.0,5,,14.8,highest_value
2026-02-19,Julian Strawther,2.9,3.0,4,,14.5,highest_value
2026-02-19,Sam Hauser,3.2,2.4,5,,14.2,highest_value
