date,home,away,home_score,away_score,winner,loser,winner_score,loser_score,total,spread,strategy_type,strategy_overlay
2026-03-16,ATL,ORL,124,112,ATL,ORL,124,112,236,12,standard,
2026-03-16,WAS,GSW,117,125,GSW,WAS,125,117,242,8,standard,
2026-03-16,BKN,POR,95,114,POR,BKN,114,95,209,19,blowout,defensive_grind
2026-03-16,BOS,PHX,120,112,BOS,PHX,120,112,232,8,standard,
2026-03-16,CHI,MEM,132,107,CHI,MEM,132,107,239,25,blowout,
2026-03-16,NOP,DAL,129,111,NOP,DAL,129,111,240,18,blowout,
2026-03-16,HOU,LAL,92,100,LAL,HOU,100,92,192,8,standard,defensive_grind
2026-03-16,LAC,SAS,115,119,SAS,LAC,119,115,234,4,balanced,
2026-03-17,CHA,MIA,136,106,CHA,MIA,136,106,242,30,blowout,
2026-03-17,ORL,OKC,108,113,OKC,ORL,113,108,221,5,balanced,
2026-03-17,WAS,DET,117,130,DET,WAS,130,117,247,13,blowout,shootout
2026-03-17,NYK,IND,136,110,NYK,IND,136,110,246,26,blowout,shootout
2026-03-17,MIL,CLE,116,123,CLE,MIL,123,116,239,7,standard,
2026-03-17,MIN,PHX,116,104,MIN,PHX,116,104,220,12,standard,
2026-03-17,DEN,PHI,124,96,DEN,PHI,124,96,220,28,blowout,
2026-03-17,SAC,SAS,104,132,SAS,SAC,132,104,236,28,blowout,
2026-03-18,BOS,GSW,120,99,BOS,GSW,120,99,219,21,blowout,
2026-03-18,BKN,OKC,92,121,OKC,BKN,121,92,213,29,blowout,defensive_grind
2026-03-18,IND,POR,119,127,POR,IND,127,119,246,8,standard,shootout
2026-03-18,CHI,TOR,109,139,TOR,CHI,139,109,248,30,blowout,shootout
2026-03-18,MIN,UTA,147,111,MIN,UTA,147,111,258,36,blowout,shootout
2026-03-18,NOP,LAC,124,109,NOP,LAC,124,109,233,15,blowout,
2026-03-18,DAL,ATL,120,135,ATL,DAL,135,120,255,15,blowout,shootout
2026-03-18,MEM,DEN,125,118,MEM,DEN,125,118,243,7,standard,
2026-03-18,HOU,LAL,116,124,LAL,HOU,124,116,240,8,standard,
2026-03-19,CHA,ORL,130,111,CHA,ORL,130,111,241,19,blowout,
2026-03-19,WAS,DET,95,117,DET,WAS,117,95,212,22,blowout,defensive_grind
2026-03-19,MIA,LAL,126,134,LAL,MIA,134,126,260,8,standard,shootout
2026-03-19,CHI,CLE,110,115,CLE,CHI,115,110,225,5,balanced,
2026-03-19,NOP,LAC,105,99,NOP,LAC,105,99,204,6,standard,defensive_grind
2026-03-19,SAS,PHX,101,100,SAS,PHX,101,100,201,1,balanced,defensive_grind
2026-03-19,UTA,MIL,128,96,UTA,MIL,128,96,224,32,blowout,
2026-03-19,SAC,PHI,118,139,PHI,SAC,139,118,257,21,blowout,shootout
2026-03-20,BKN,NYK,92,93,NYK,BKN,93,92,185,1,balanced,defensive_grind
2026-03-20,DET,GSW,115,101,DET,GSW,115,101,216,14,blowout,
2026-03-20,HOU,ATL,117,95,HOU,ATL,117,95,212,22,blowout,defensive_grind
2026-03-20,MEM,BOS,112,117,BOS,MEM,117,112,229,5,balanced,
2026-03-20,MIN,POR,104,108,POR,MIN,108,104,212,4,balanced,defensive_grind
2026-03-20,DEN,TOR,121,115,DEN,TOR,121,115,236,6,standard,
2026-03-21,WAS,OKC,111,132,OKC,WAS,132,111,243,21,blowout,
2026-03-21,CHA,MEM,124,101,CHA,MEM,124,101,225,23,blowout,
2026-03-21,ORL,LAL,104,105,LAL,ORL,105,104,209,1,balanced,defensive_grind
2026-03-21,NOP,CLE,106,111,CLE,NOP,111,106,217,5,balanced,
2026-03-21,ATL,GSW,126,110,ATL,GSW,126,110,236,16,blowout,
2026-03-21,HOU,MIA,123,122,HOU,MIA,123,122,245,1,balanced,shootout
2026-03-21,SAS,IND,134,119,SAS,IND,134,119,253,15,blowout,shootout
2026-03-21,DAL,LAC,131,138,LAC,DAL,138,131,269,7,standard,shootout
2026-03-21,UTA,PHI,116,126,PHI,UTA,126,116,242,10,standard,
2026-03-21,PHX,MIL,105,108,MIL,PHX,108,105,213,3,balanced,defensive_grind
2026-03-22,DEN,POR,128,112,DEN,POR,128,112,240,16,blowout,
2026-03-22,SAC,BKN,126,122,SAC,BKN,126,122,248,4,balanced,shootout
2026-03-22,NYK,WAS,145,113,NYK,WAS,145,113,258,32,blowout,shootout
2026-03-22,BOS,MIN,92,102,MIN,BOS,102,92,194,10,standard,defensive_grind
2026-03-22,PHX,TOR,120,98,PHX,TOR,120,98,218,22,blowout,
2026-03-23,DET,LAL,113,110,DET,LAL,113,110,223,3,balanced,
2026-03-23,ORL,IND,126,128,IND,ORL,128,126,254,2,balanced,shootout
2026-03-23,PHI,OKC,103,123,OKC,PHI,123,103,226,20,blowout,
2026-03-23,MIA,SAS,111,136,SAS,MIA,136,111,247,25,blowout,shootout
2026-03-23,ATL,MEM,146,107,ATL,MEM,146,107,253,39,blowout,shootout
2026-03-23,CHI,HOU,132,124,CHI,HOU,132,124,256,8,standard,shootout
2026-03-23,UTA,TOR,127,143,TOR,UTA,143,127,270,16,blowout,shootout
2026-03-23,DAL,GSW,131,137,GSW,DAL,137,131,268,6,standard,shootout
2026-03-23,POR,BKN,134,99,POR,BKN,134,99,233,35,blowout,
2026-03-23,LAC,MIL,129,96,LAC,MIL,129,96,225,33,blowout,
2026-03-31,POR,LAC,114,104,POR,LAC,114,104,218,10,standard,
