player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Klay Thompson,DAL,4.6,2.7,15,1,21.6,highest_value
Caleb Martin,PHI,3.9,3.0,2,1,19.3,highest_value
Anfernee Simons,POR,5.0,1.8,10,1,19.0,highest_value
Naji Marshall,DAL,4.7,1.5,591,1,16.5,highest_value
Brice Sensabaugh,IND,3.2,2.7,152,1,16.1,highest_value
Moussa Cisse,CHA,3.1,3.0,4,1,15.7,highest_value
Jaden Hardy,DAL,3.1,3.0,20,1,15.6,highest_value
Jimmy Butler,MIA,5.7,0.6,329,1,14.8,highest_value
Paolo Banchero,ORL,5.3,0.7,58,1,14.2,highest_value
Miles Bridges,CHA,5.1,0.8,89,1,14.2,highest_value
Grayson Allen,PHX,4.6,1.1,27,1,14.2,highest_value
LaMelo Ball,CHA,5.7,0.5,205,1,14.1,highest_value
Sam Hauser,BOS,2.8,2.9,2,1,13.7,highest_value
Miles McBride,NYK,3.7,1.7,40,1,13.6,highest_value
