player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Andrew Nembhard,IND,5.0,1.1,196,1,15.5,highest_value
Anthony Edwards,MIN,6.2,0.4,4600,1,15.0,highest_value
Bennedict Mathurin,IND,3.4,1.1,142,1,10.7,highest_value
Derik Queen,NOP,5.8,1.6,934,1,20.7,highest_value
Dylan Harper,NOP,4.2,1.7,101,1,15.5,highest_value
Harrison Barnes,SAC,3.4,1.7,96,1,12.7,highest_value
Herbert Jones,NOP,3.7,2.6,19,1,16.8,highest_value
Jay Huff,IND,2.7,2.2,233,1,11.4,highest_value
Julian Champagnie,TOR,3.9,2.2,60,1,16.3,highest_value
Mark Williams,CHA,4.4,1.3,42,1,14.4,highest_value
Precious Achiuwa,PHX,2.7,3.0,54,1,13.4,highest_value
Royce O'Neale,PHX,3.1,1.8,39,1,11.8,highest_value
Russell Westbrook,SAC,5.4,1.1,796,1,16.8,highest_value
Trey Murphy III,NOP,4.0,0.7,718,1,10.8,highest_value
