player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
CJ McCollum,NOP,9.2,1.3,250,1,30.2,highest_value
Khris Middleton,WAS,4.3,2.8,33,1,20.5,highest_value
Luka Doncic,LAL,9.5,0.0,10800,1,19.0,highest_value
Corey Kispert,WAS,3.6,3.0,25,1,18.2,highest_value
Anthony Black,ORL,4.4,2.0,82,1,17.5,highest_value
Kris Dunn,LAC,2.8,3.0,54,1,14.0,highest_value
Austin Reaves,LAL,6.0,0.3,829,1,13.7,highest_value
Alexandre Sarr,WAS,4.7,0.7,319,1,12.7,highest_value
John Collins,ATL,2.5,2.7,90,1,11.6,highest_value
Jalen Suggs,ORL,3.4,1.4,107,1,11.4,highest_value
Goga Bitadze,ORL,2.4,2.6,35,1,10.9,highest_value
LeBron James,LAL,3.9,0.7,482,1,10.7,highest_value
Zaccharie Risacher,ATL,2.7,1.9,31,1,10.5,highest_value
Noah Penda,WAS,2.1,3.0,1,1,10.4,highest_value
