player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Tim Hardaway Jr.,DET,3.8,2.4,17,1,16.7,highest_value
Jakob Poeltl,TOR,4.1,1.5,8,1,14.3,highest_value
Pascal Siakam,IND,5.2,0.5,369,1,13,highest_value
Naz Reid,MIN,3.5,1.7,65,1,12.8,highest_value
Andrew Nembhard,IND,3.8,1.3,72,1,12.5,highest_value
Luka Doncic,LAL,6.2,0,4100,1,12.3,highest_value
Jamal Murray,DEN,4.7,0.5,388,1,11.6,highest_value
Dalton Knecht,LAL,2.3,3.0,3,1,11.6,highest_value
Aaron Gordon,DEN,4.2,0.7,155,1,11.4,highest_value
Sandro Mamukelashvili,TOR,2.5,2.5,9,1,11.1,highest_value
Shai Gilgeous-Alexander,OKC,5.4,0,4200,1,10.7,highest_value
Anthony Edwards,MIN,4.1,0.4,518,1,10.5,highest_value
Austin Reaves,LAL,4.6,0.2,576,1,10.5,highest_value
Deandre Ayton,POR,3.3,1.2,65,1,10.5,highest_value
Giannis Antetokounmpo,MIL,4.2,0,12700,1,8.4,most_popular
Nikola Jokic,DEN,5.2,0,7300,1,10.4,most_popular
Donovan Mitchell,CLE,4,0.1,4500,5,5.2,most_popular
Kon Knueppel,CHA,1,1.2,4200,5,2.4,most_popular
Scottie Barnes,TOR,3.4,0.4,4100,3,6.8,most_popular
Ryan Rollins,MIL,1.1,0.7,2400,3,2.53,most_popular
Julius Randle,MIN,4.3,0.2,2400,4,6.88,most_popular
Brandon Ingram,TOR,2.7,0.8,2300,4,5.94,most_popular
Bruce Brown,DEN,1.5,3.0,668,5,6.3,most_drafted_3x
Jeremiah Robinson-Earl,NOP,0.4,3.0,337,4,1.76,most_drafted_3x
Peyton Watson,DEN,1.8,3.0,297,5,7.56,most_drafted_3x
Bronny James Jr.,LAL,0.5,3.0,277,5,2.1,most_drafted_3x
T.J. McConnell,IND,1.5,3.0,181,5,6.3,most_drafted_3x
Gradey Dick,TOR,1.7,3.0,,4,7.48,winning_drafts
Jabari Walker,POR,1.2,2.5,,5,4.44,winning_drafts
