player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Taylor Hendricks,MEM,4.1,3.0,1,,20.5,highest_value
Gui Santos,GSW,4.1,2.9,191,,20.2,highest_value
Ousmane Dieng,MIL,3.1,3.0,16,,15.5,highest_value
Quentin Grimes,PHI,3.8,1.7,58,,14.1,highest_value
Isaiah Jackson,LAC,2.7,3.0,2,,13.5,highest_value
Kelly Oubre Jr.,PHI,3.9,1.5,15,,13.5,highest_value
Ziaire Williams,BKN,2.8,3.0,1,,13.3,highest_value
Cody Williams,UTA,2.6,3.0,2,,13,highest_value
Kyle Filipowski,UTA,3.2,2.0,598,,12.7,highest_value
Jalen Johnson,ATL,5.5,0.3,734,,12.6,highest_value
Marcus Sasser,DET,2.5,3.0,1,,12.5,highest_value
Anthony Edwards,MIN,5.4,0.3,1700,,12.4,highest_value
Tristan da Silva,ORL,2.6,2.7,32,,12.2,highest_value
