player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Jeremiah Fears,CHA,5.3,2.0,97,1,21.1,highest_value
Cody Williams,UTAH,4.0,3.0,109,1,20.1,highest_value
Cooper Flagg,DAL,7.3,0.7,328,1,19.8,highest_value
Maxime Raynaud,SAC,4.7,1.9,148,1,18.3,highest_value
Bones Hyland,MIN,3.3,3.0,14,1,16.7,highest_value
Mitchell Robinson,NY,4.0,2.1,20,1,16.5,highest_value
Nique Clifford,SAC,3.0,2.9,46,1,14.9,highest_value
Neemias Queta,BOS,4.4,1.4,28,1,14.9,highest_value
CJ McCollum,ATL,5.1,0.9,17,1,14.7,highest_value
OG Anunoby,NY,4.7,1.0,69,1,14.1,highest_value
Quenton Jackson,IND,2.8,3.0,6,1,13.8,highest_value
Desmond Bane,MEM,4.9,0.7,276,1,13.2,highest_value
Taurean Prince,MIL,2.6,3.0,1,1,12.9,highest_value
Wendell Carter Jr.,ORL,3.6,1.5,14,1,12.7,highest_value
