player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Justin Edwards,,5.3,3.0,95,,26.4,highest_value
VJ Edgecombe,,7.8,1.0,413,,23.4,highest_value
Ace Bailey,,5.4,2.0,143,,21.6,highest_value
Elijah Harkless,,4.3,3.0,4,,21.5,highest_value
Cody Williams,,4.0,3.0,161,,19.8,highest_value
Luka Doncic,LAL,9.1,1.0,4400,,18.2,highest_value
Oso Ighodaro,,3.7,2.8,75,,17.7,highest_value
Maxime Raynaud,,4.4,2.0,479,,17.7,highest_value
Quentin Grimes,,4.5,1.6,240,,16.3,highest_value
Andre Drummond,,3.5,2.3,26,,15.1,highest_value
Collin Gillespie,,4.5,1.2,73,,14.3,highest_value
Caris LeVert,,2.8,3.0,2,,14.2,highest_value
Andersson Garcia,,3.1,2.5,3,,14.0,highest_value
Jamir Watkins,,2.7,3.0,2,,13.7,highest_value
Paul Reed,,2.8,2.8,1,,13.5,highest_value
Coby White,,4.0,1.3,11,,13.2,highest_value
