player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Jaxson Hayes,LAL,4.4,3.0,11,1,21.8,highest_value
Jamal Murray,DEN,9.3,0.2,378,1,21.4,highest_value
Julian Reese,WAS,4.6,2.3,3,1,19.6,highest_value
Gui Santos,GSW,4.1,2.4,70,1,18.3,highest_value
Will Riley,WAS,3.3,3.0,8,1,16.3,highest_value
Ausar Thompson,DET,4.4,1.5,3,1,15.5,highest_value
Paul George,PHI,5.1,1.0,37,1,15.3,highest_value
Leaky Black,WAS,3.1,2.9,1,1,15.2,highest_value
Nikola Jokic,DEN,7.5,,4000,1,15.1,highest_value
Isaiah Jackson,IND,3.0,3.0,8,1,14.9,highest_value
Sharife Cooper,ATL,2.9,3.0,4,1,14.6,highest_value
Brook Lopez,MIL,2.9,3.0,16,1,14.6,highest_value
Blake Hinson,UTA,2.9,3.0,1,1,14.5,highest_value
Joel Embiid,PHI,6.2,0.3,58,1,14.3,highest_value
