player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Kawhi Leonard,LAC,7.5,0.7,174,1,20.3,highest_value
Dyson Daniels,ATL,4.0,2.9,65,1,19.5,highest_value
Jaylon Tyson,CLE,3.7,3.0,13,1,18.3,highest_value
Ayo Dosunmu,CHI,4.9,1.7,5,1,18.2,highest_value
Josh Giddey,CHI,6.7,0.6,207,1,17.5,highest_value
Devin Booker,PHX,6.5,0.5,838,1,16.3,highest_value
Jeremiah Fears,NO,3.7,2.4,29,1,16.1,highest_value
Derrick Jones Jr.,LAC,3.4,2.7,3,1,15.9,highest_value
OG Anunoby,NY,4.9,1.2,6,1,15.8,highest_value
Keaton Wallace,ATL,2.9,3.0,2,1,14.5,highest_value
Jaylen Brown,BOS,5.9,0.4,538,1,14.1,highest_value
Jalen Johnson,ATL,4.7,0.8,116,1,13.2,highest_value
Luka Doncic,DAL,6.6,0.0,1800,1,13.1,highest_value
James Harden,LAC,5.1,0.6,243,1,13.1,highest_value
