player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Payton Pritchard,BOS,7.4,0.9,27,1,21.4,highest_value
Zach Edey,MEM,6.3,1.2,83,1,20.0,highest_value
Nickeil Alexander-Walker,ATL,5.9,1.0,57,1,17.6,highest_value
Malik Monk,SAC,4.0,2.1,10,1,16.2,highest_value
Deni Avdija,POR,6.3,0.5,426,1,15.8,highest_value
Bryce McGowens,NOP,3.2,3.0,3,2,15.2,highest_value
Quentin Grimes,PHI,4.6,1.3,37,1,15.1,highest_value
Josh Hart,NYK,4.7,1.2,327,1,15.1,highest_value
Jalen Johnson,ATL,6.1,0.3,483,1,13.9,highest_value
Jusuf Nurkic,BOS,3.6,1.8,3,1,13.6,highest_value
Keldon Johnson,SAS,3.9,1.5,2,1,13.6,highest_value
Saddiq Bey,NOP,3.6,1.6,88,1,13.3,highest_value
Deandre Ayton,POR,4.2,1.1,107,1,13.2,highest_value
Dominick Barlow,SAS,2.8,2.7,2,1,13.1,highest_value
