player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Josh Minott,BKN,4.2,3.0,3,,20.9,highest_value
Luka Garza,BOS,3.6,2.9,3,,17.6,highest_value
Jakob Poeltl,TOR,5,1.4,30,,16.8,highest_value
Daniss Jenkins,DET,3.6,2.7,194,,16.7,highest_value
Donovan Clingan,POR,5.1,0.9,235,,14.9,highest_value
Paul Reed,DET,2.9,2.8,14,,13.9,highest_value
Jerami Grant,POR,4.2,1.3,27,,13.9,highest_value
Zaccharie Risacher,ATL,3,2.4,7,,13.3,highest_value
Taylor Hendricks,MEM,2.6,3.0,29,,13.1,highest_value
Ziaire Williams,BKN,2.6,3.0,4,,12.9,highest_value
Tim Hardaway Jr.,DEN,3.3,1.9,57,,12.8,highest_value
Ja'Kobe Walter,TOR,2.5,3.0,14,,12.7,highest_value
Kevin Durant,HOU,5,0.5,677,,12.4,highest_value
Chaney Johnson,BKN,2.5,2.9,19,,12.3,highest_value
Olivier-Maxence Prosper,MEM,2.3,3.0,22,,11.7,highest_value
Tyler Burton,MEM,2.8,3.0,2,5,11.6,highest_value
Jaden McDaniels,MIN,3.5,1.3,80,,11.5,highest_value
