player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Khris Middleton,DAL,5.8,2.3,2,,24.8,highest_value
Tristan da Silva,ORL,4.6,2.6,36,,21.1,highest_value
Luka Dončić,LAL,9.3,,2900,,18.7,highest_value
Jalen Green,PHX,4.9,1.8,863,,18.5,highest_value
Pelle Larsson,MIA,4.6,2.0,12,,18.4,highest_value
Zaccharie Risacher,ATL,3.9,2.4,2,,17.1,highest_value
Devin Booker,PHX,6.7,0.5,152,,16.7,highest_value
Spencer Jones,DEN,3.7,3.0,3,,16.3,highest_value
Josh Minott,BKN,3.8,3.0,2,,16.1,highest_value
Kasparas Jakucionis,MIA,3.2,3.0,1,,16,highest_value
Justin Edwards,PHI,3.1,3.0,2,,15.6,highest_value
Taylor Hendricks,MEM,3.1,3.0,13,,15.5,highest_value
Daniel Gafford,DAL,3.6,2.2,8,,15.2,highest_value
