player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Stephen Curry,GSW,10.5,0.2,2000,1,23.1,highest_value
Marvin Bagley III,WAS,4.2,2.4,19,1,18.5,highest_value
Day'Ron Sharpe,CHA,3.7,3.0,1,2,17.7,highest_value
Shaedon Sharpe,POR,5.6,1.1,69,1,17.4,highest_value
Paul George,PHI,4.9,1.2,15,1,15.8,highest_value
Brandin Podziemski,GSW,4.1,1.7,30,1,15.3,highest_value
Justin Champagnie,TOR,3.1,3.0,2,1,15.3,highest_value
Dyson Daniels,ATL,4.8,1.1,29,1,15.0,highest_value
Brandon Miller,CHA,4.1,1.5,12,1,14.2,highest_value
Egor Demin,UTA,3.0,2.6,2,1,13.9,highest_value
Precious Achiuwa,TOR,2.8,2.9,2,1,13.8,highest_value
Bones Hyland,LAC,2.7,3.0,9,1,13.6,highest_value
Dean Wade,CLE,2.7,3.0,2,1,13.5,highest_value
Jerami Grant,POR,4.3,1.1,38,1,13.5,highest_value
