player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Darius Garland,CLE,5.6,1.1,202,1,17.4,highest_value
Jalen Duren,DET,5.7,0.8,116,1,15.9,highest_value
Moses Moody,GSW,3.8,2.0,10,1,15.4,highest_value
Klay Thompson,DAL,3.1,2.9,8,1,15.3,highest_value
Peyton Watson,DEN,3.7,2.0,1,1,14.8,highest_value
Kenrich Williams,OKC,2.9,3.0,3,1,14.5,highest_value
Luguentz Dort,OKC,2.9,3.0,5,1,14.3,highest_value
Cameron Johnson,DEN,3.5,2.1,7,1,14.3,highest_value
De'Andre Hunter,SAC,3.9,1.7,3,1,14.3,highest_value
Bruce Brown,DEN,2.9,2.9,1,1,14.2,highest_value
Tim Hardaway Jr.,DEN,3.4,2.2,1,1,14.1,highest_value
Dean Wade,CLE,2.7,3.0,1,1,13.4,highest_value
Anthony Davis,LAL,5.3,0.4,52,1,12.8,highest_value
Derik Queen,MEM,3.7,1.4,217,1,12.5,highest_value
