player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Anthony Black,ORL,3.2,3.0,67,1,16.2,highest_value
Ryan Rollins,MIL,5.8,0.8,292,1,16.1,highest_value
Wendell Carter Jr.,ORL,3.8,2.2,32,1,15.8,highest_value
Paolo Banchero,ORL,4.9,0.8,1200,1,15.7,highest_value
Stephon Castle,SA,4.3,1.3,235,1,14.3,highest_value
Jaylin Williams,OKC,2.7,3.0,9,1,13.7,highest_value
Cason Wallace,OKC,3.1,2.1,27,1,12.9,highest_value
Bam Adebayo,MIA,4.4,0.8,469,1,12.2,highest_value
Andrew Wiggins,GS,3.4,1.5,78,1,11.9,highest_value
Myles Turner,MIL,3.2,1.7,80,1,11.8,highest_value
Bobby Portis,MIL,2.3,3.0,79,1,11.6,highest_value
Tristan da Silva,ORL,2.5,2.4,20,1,11.4,highest_value
Victor Wembanyama,SA,5.5,0.0,10500,1,11.1,highest_value
Jonathan Kuminga,GS,3.5,1.1,476,1,10.9,highest_value
