player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Quenton Jackson,IND,4.5,3.0,13,,22.4,highest_value
Isaiah Collier,UTA,5.9,1.8,804,,22.4,highest_value
Collin Gillespie,PHX,6.5,1.2,122,,20.9,highest_value
Kyle Kuzma,MIL,5.2,1.7,11,,19.2,highest_value
Day'Ron Sharpe,BKN,4.6,2.2,1,,19.2,highest_value
Isaiah Joe,OKC,3.5,2.8,2,,16.6,highest_value
Luka Garza,BOS,3.5,2.6,1,,16.0,highest_value
Ace Bailey,UTA,3.6,2.4,28,,16.0,highest_value
Sidy Cissoko,POR,3.2,3.0,11,,15.9,highest_value
Jordan Goodwin,PHX,4.0,2.0,42,,15.8,highest_value
Pete Nance,MIL,3.1,3.0,1,,15.4,highest_value
Robert Williams III,POR,3.3,2.6,12,,15.4,highest_value
Brice Sensabaugh,UTA,3.4,2.5,25,,15.3,highest_value
