player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Ryan Rollins,ATL,7.1,0.8,246,1,20.0,highest_value
Jake LaRavia,MEM,4.6,2.1,30,1,19.0,highest_value
Ariel Hukporti,NYK,3.5,3.0,4,1,17.5,highest_value
Justin Champagnie,BOS,3.3,2.9,4,2,15.7,highest_value
Kentavious Caldwell-Pope,ORL,3.1,2.8,1,1,15.1,highest_value
Deni Avdija,POR,6.2,0.4,573,1,14.8,highest_value
Paolo Banchero,ORL,5.4,0.7,106,1,14.6,highest_value
Branden Carlson,UTA,3.1,3.0,3,3,14.4,highest_value
Matas Buzelis,CHI,3.9,1.6,27,1,14.2,highest_value
Oso Ighodaro,PHX,2.9,3.0,4,2,14.2,highest_value
Jamal Murray,DEN,6.3,0.2,977,1,13.9,highest_value
Ayo Dosunmu,CHI,3.7,1.7,12,1,13.7,highest_value
Caleb Love,POR,2.7,3.0,13,1,13.7,highest_value
Zion Williamson,NOP,5.2,0.6,51,1,13.6,highest_value
