player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Cam Christie,LAC,2.4,3.0,8,1,12.0,highest_value
Ivica Zubac,LAC,3.8,1.1,2000,1,11.9,highest_value
Bogdan Bogdanovic,PHX,2.2,3.0,121,1,11.2,highest_value
Grayson Allen,PHX,3.4,1.3,451,1,11.2,highest_value
Devin Booker,PHX,4.4,0.3,14800,1,10.1,highest_value
Ryan Dunn,PHX,2.4,1.9,307,1,9.2,highest_value
Royce O'Neale,PHX,2.6,1.5,318,1,9.1,highest_value
Kris Dunn,LAC,1.7,3.0,424,1,8.6,highest_value
Jalen Green,PHX,4.1,0.0,401,1,8.2,highest_value
Mark Williams,LAC,2.5,1.2,699,1,7.9,highest_value
Collin Gillespie,PHX,1.9,1.4,336,1,6.4,highest_value
John Collins,LAC,1.5,2.2,850,1,6.3,highest_value
Derrick Jones Jr.,LAC,1.6,1.8,698,1,6.0,highest_value
Chris Paul,PHX,0.7,3.0,898,1,3.4,highest_value
Yanic Konan Niederhauser,PHX,0.7,3.0,7,1,3.4,highest_value
Oso Ighodaro,PHX,0.6,3.0,152,1,3.2,highest_value
Kobe Brown,LAC,0.6,3.0,4,1,3.1,highest_value
