player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Ayo Dosunmu,CHI,5.6,1.3,369,,18.4,highest_value
Pelle Larsson,MIA,4.2,2.1,201,,17.1,highest_value
Isaac Okoro,CHI,3.2,3.0,5,,16.2,highest_value
Saddiq Bey,NOP,4.9,1.2,95,,15.6,highest_value
Andrew Nembhard,IND,5.4,0.8,54,,15.0,highest_value
Daniel Gafford,DAL,3.2,2.6,13,,14.5,highest_value
Naz Reid,MIN,4.5,1.1,305,,14.0,highest_value
Collin Sexton,CHA,3.6,1.8,1,,13.8,highest_value
Dru Smith,MIA,2.7,3.0,15,,13.4,highest_value
Yves Missi,NOP,2.7,3.0,7,,13.3,highest_value
Jalen Johnson,ATL,5.8,0.3,263,,13.3,highest_value
Moussa Diabaté,CHA,3.6,1.7,6,,13.2,highest_value
Cooper Flagg,DAL,4.9,0.7,2300,,13.2,highest_value
