player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Mitchell Robinson,NYK,4.6,2.4,3,1,20.3,highest_value
Derrick White,BOS,6.3,0.7,290,1,17.1,highest_value
Kel'el Ware,MIA,5.1,1.3,55,1,16.9,highest_value
Darius Garland,CLE,4.8,1.2,278,1,15.4,highest_value
Matas Buzelis,CHI,4.2,1.7,21,1,15.4,highest_value
Kasparas Jakucionis,CLE,3.0,3.0,11,1,15.0,highest_value
Jarrett Allen,CLE,3.9,1.3,22,1,12.9,highest_value
Nikola Vucevic,CHI,4.6,0.8,167,1,12.8,highest_value
Tyrese Proctor,CLE,2.6,3.0,3,1,12.8,highest_value
Sam Hauser,BOS,2.4,3.0,2,1,12.2,highest_value
Bones Hyland,MIN,2.4,3.0,19,1,12.2,highest_value
Devin Vassell,SA,3.7,1.3,48,1,12.1,highest_value
Lonzo Ball,CHI,2.7,2.5,7,1,12.1,highest_value
Andre Drummond,PHI,2.9,2.0,38,1,11.7,highest_value
Victor Wembanyama,SA,5.1,0.2,485,1,11.3,highest_value
Nae'Qwan Tomlin,SA,2.2,3.0,2,1,11.2,highest_value
VJ Edgecombe,PHI,3.7,1.0,73,1,11.1,highest_value
