player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Luka Doncic,LAL,7.0,0,12500,1,13.9,highest_value
Alperen Sengun,HOU,6.2,0,969,1,12.4,highest_value
Shai Gilgeous-Alexander,OKC,5.7,0,11000,1,11.4,highest_value
Chet Holmgren,OKC,4.3,0,55,1,8.6,highest_value
Jimmy Butler III,HOU,4.2,0,740,1,8.4,highest_value
Austin Reaves,LAL,3.8,0,992,1,7.6,highest_value
Stephen Curry,GSW,3.7,0,5300,1,7.4,highest_value
Jonathan Kuminga,GSW,3.2,0,136,1,6.5,highest_value
Cason Wallace,OKC,3.2,0,104,1,6.5,highest_value
Draymond Green,GSW,2.7,0,244,1,5.4,highest_value
Amen Thompson,HOU,2.7,0,1100,1,5.3,highest_value
Ajay Mitchell,OKC,2.6,0,2,1,5.3,highest_value
Kevin Durant,OKC,2.6,0,2700,1,5.1,highest_value
