player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Daniss Jenkins,WAS,4.0,3.0,1,2,19.2,highest_value
Norman Powell,LAC,6.7,0.7,367,1,18.1,highest_value
Anthony Black,ORL,5.6,1.2,237,1,18.0,highest_value
Desmond Bane,MEM,6.2,0.8,191,1,17.4,highest_value
Jake LaRavia,MEM,4.3,2.0,69,1,17.1,highest_value
Nikola Jovic,MIA,3.9,2.2,4,1,16.2,highest_value
Day'Ron Sharpe,BKN,3.6,2.4,40,1,15.6,highest_value
Aaron Nesmith,IND,4.1,1.7,2,1,15.2,highest_value
Noah Clowney,BKN,3.7,2.0,4,1,15.0,highest_value
Rudy Gobert,MIN,4.4,1.1,91,1,13.6,highest_value
Jaylen Clark,LAL,2.7,3.0,1,1,13.5,highest_value
Pascal Siakam,IND,5.4,0.5,230,1,13.4,highest_value
Tim Hardaway Jr.,DET,3.3,2.0,7,1,13.4,highest_value
Ziaire Williams,BKN,2.7,3.0,2,1,13.3,highest_value
