player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Jake LaRavia,LAL,5.6,3.0,9,1,27.9,highest_value
Cade Cunningham,DET,6.4,1.2,1200,1,20.5,highest_value
Jabari Smith Jr.,HOU,5.0,1.9,6,1,19.5,highest_value
Sam Hauser,BOS,3.5,3.0,2,1,17.7,highest_value
Mark Williams,CHA,4.4,1.9,23,1,17.3,highest_value
Matas Buzelis,CHI,4.0,2.2,96,1,16.7,highest_value
Brandon Williams,DAL,3.2,3.0,1,1,16.2,highest_value
Jeremiah Fears,NO,3.2,3.0,6,1,15.8,highest_value
Brandon Ingram,TOR,4.9,1.1,105,1,15.1,highest_value
Jarace Walker,IND,3.5,2.3,5,1,15.1,highest_value
Jaylen Brown,BOS,5.5,0.7,742,1,15.0,highest_value
Jaylon Tyson,CLE,3.1,3.0,1,2,14.9,highest_value
Mike Conley,MIN,3.0,3.0,2,1,14.8,highest_value
Scottie Barnes,TOR,5.4,0.7,135,1,14.4,highest_value
