player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Brandon Williams,,3.6,2.1,10,1,14.7,highest_value
Bub Carrington,WAS,2.9,3.0,5,1,14.5,highest_value
Jaden McDaniels,MIN,4.3,1.1,17,1,13.3,highest_value
Jalen Johnson,ATL,6.1,0.2,2900,1,14.0,highest_value
Justin Champagnie,TOR,3.4,3.0,4,1,17.0,highest_value
Kevin Porter Jr.,MIL,6.8,0.5,80,1,17.0,highest_value
Luke Kennard,MEM,3.0,3.0,1,2,14.2,highest_value
Michael Porter Jr.,DEN,5.8,0.5,595,1,14.5,highest_value
Onyeka Okongwu,ATL,4.6,1.0,244,1,13.9,highest_value
Pat Spencer,GSW,3.6,3.0,141,1,17.9,highest_value
Quinten Post,GSW,2.7,3.0,9,1,13.5,highest_value
Simone Fontecchio,DET,2.9,2.9,1,1,14.0,highest_value
Tristan Vukcevic,WAS,2.8,3.0,2,2,13.7,highest_value
Zach LaVine,SAC,7.0,1.2,18,1,22.4,highest_value
