player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Ousmane Dieng,OKC,5.2,3.0,70,1,26.0,highest_value
Ethan Thompson,SAC,4.7,3.0,1,1,23.3,highest_value
Paul George,PHI,7.9,0.9,69,1,22.9,highest_value
Anthony Gill,WAS,4.2,3.0,1,1,20.9,highest_value
Precious Achiuwa,NYK,4.9,2.0,31,1,19.4,highest_value
Reed Sheppard,HOU,5.5,1.4,77,1,18.8,highest_value
Sam Hauser,BOS,4.1,2.5,2,1,18.4,highest_value
Kobe Brown,WAS,3.7,3.0,25,1,18.3,highest_value
Jaylen Brown,BOS,7.6,0.3,650,1,17.6,highest_value
Cormac Ryan,TOR,3.9,3.0,1,4,17.3,highest_value
Victor Wembanyama,SAS,7.5,0.2,3200,1,16.6,highest_value
Cameron Johnson,BKN,4.2,1.9,2,1,16.5,highest_value
Brice Sensabaugh,TOR,4.1,2.0,136,1,16.4,highest_value
John Konchar,MEM,3.3,3.0,2,2,15.8,highest_value
Jayson Tatum,BOS,5.9,0.6,161,1,15.4,highest_value
Nickeil Alexander-Walker,MIN,5.4,0.8,483,1,15.0,highest_value
Kyle Filipowski,UTA,3.9,1.8,166,1,14.9,highest_value
