player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Collin Murray-Boyles,SAS,5.1,3.0,2,1,25.7,highest_value
Jalen Pickett,IND,5.0,3.0,188,1,25.2,highest_value
Zeke Nnaji,DEN,3.7,3.0,12,1,18.4,highest_value
Shaedon Sharpe,POR,5.8,1.0,87,1,17.5,highest_value
Bruce Brown,TOR,3.6,2.7,39,1,16.9,highest_value
Anfernee Simons,POR,4.0,1.9,2,1,15.8,highest_value
Javonte Green,CHA,3.0,3.0,2,1,15.2,highest_value
Peyton Watson,DEN,3.9,1.9,790,1,15.1,highest_value
Jusuf Nurkic,PHX,4.4,1.4,159,1,14.9,highest_value
Brandon Miller,CHA,4.8,1.0,11,1,14.5,highest_value
Cade Cunningham,DET,6.2,0.2,1100,1,13.6,highest_value
Sidy Cissoko,SAS,2.7,3.0,1,1,13.5,highest_value
Kobe Sanders,DEN,2.7,3.0,3,1,13.5,highest_value
PJ Hall,DEN,2.6,3.0,2,1,13.2,highest_value
