player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Victor Wembanyama,SAS,6.9,0,2900,1,13.8,highest_value
Tyrese Maxey,PHI,6.9,0,144,1,13.8,highest_value
DeMar DeRozan,SAC,6.4,0,528,1,12.8,highest_value
Giannis Antetokounmpo,MIL,6.2,0,16200,1,12.4,highest_value
Nikola Vucevic,CHI,5.4,0,41,1,10.9,highest_value
Walker Kessler,UTA,5.4,0,2,1,10.9,highest_value
Zion Williamson,NOP,5.2,0,88,1,10.4,highest_value
Jerami Grant,POR,4.9,0,28,1,9.8,highest_value
VJ Edgecombe,PHI,4.8,0,82,1,9.7,highest_value
Davion Mitchell,TOR,4.8,0,8,1,9.6,highest_value
Mikal Bridges,NYK,4.7,0,13,1,9.4,highest_value
Donovan Mitchell,CLE,4.7,0,552,1,9.3,highest_value
Franz Wagner,ORL,4.6,0,47,1,9.2,highest_value
Ja Morant,MEM,4.5,0,183,1,8.9,highest_value
