player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Ryan Nembhard,DAL,6.5,3.0,4,1,32.7,highest_value
Spencer Jones,DEN,5.1,3.0,2,1,25.6,highest_value
Kevin Porter Jr.,MIL,6.4,1.2,219,1,20.4,highest_value
Jaylon Tyson,CLE,5.6,1.6,19,1,20.2,highest_value
Bam Adebayo,MIA,6.4,0.9,14,1,18.6,highest_value
Desmond Bane,MEM,6.2,1.0,91,1,18.5,highest_value
Marvin Bagley III,WAS,3.6,3.0,445,1,18.1,highest_value
Alperen Sengun,HOU,7.1,0.3,2900,1,17.1,highest_value
Davion Mitchell,SAC,5.2,1.2,7,1,16.7,highest_value
Matas Buzelis,CHI,4.3,1.8,8,1,16.4,highest_value
Collin Gillespie,PHX,4.7,1.3,97,1,15.5,highest_value
Donovan Mitchell,CLE,6.8,0.2,3200,1,15.0,highest_value
Noah Clowney,BKN,3.3,2.3,20,1,14.3,highest_value
Ron Holland II,DET,2.8,3.0,1,1,14.2,highest_value
