player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Rayan Rupert,MEM,6.2,3.0,4,1,30.9,highest_value
Cormac Ryan,BOS,4.3,3.0,2,1,21.4,highest_value
Luke Kennard,LAL,4.2,3.0,66,1,21.1,highest_value
Micah Potter,IND,4.2,2.7,6,1,19.9,highest_value
Bones Hyland,LAC,4.0,2.9,33,1,19.4,highest_value
Cooper Flagg,BOS,7.3,0.6,836,1,18.9,highest_value
Yves Missi,NOP,4.3,2.9,3,4,18.3,highest_value
Rui Hachimura,LAL,4.0,2.5,15,1,17.8,highest_value
Obi Toppin,IND,3.9,2.5,7,1,17.8,highest_value
Will Riley,WAS,3.5,3.0,505,1,17.4,highest_value
Miles Bridges,CHA,5.6,1.0,83,1,16.8,highest_value
Brice Sensabaugh,UTA,4.2,2.0,207,1,16.6,highest_value
Jalen Wilson,BKN,3.3,3.0,1,1,16.6,highest_value
Tre Jones,SAS,5.2,1.2,18,1,16.5,highest_value
Thomas Bryant,CLE,3.3,3.0,38,1,16.3,highest_value
Nolan Traore,BKN,3.3,2.9,61,1,16.1,highest_value
Neemias Queta,BOS,4.7,1.4,23,1,16.1,highest_value
