player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
James Harden,CLE,10.1,0.2,555,1,22.3,highest_value
Corey Kispert,ATL,4.2,3.0,1,1,21.2,highest_value
Franz Wagner,ORL,6.6,0.6,366,1,17.3,highest_value
Cam Whitmore,CHI,3.2,3.0,2,1,16.1,highest_value
Keegan Murray,SAC,3.0,3.0,10,1,15.0,highest_value
Nikola Jokic,DEN,7.5,0,10900,1,15.0,highest_value
Russell Westbrook,DEN,4.7,1.1,345,1,14.6,highest_value
Cameron Johnson,BKN,3.0,2.9,37,1,14.6,highest_value
Cam Spencer,MEM,3.1,2.7,4,1,14.5,highest_value
Bobby Portis,MIL,3.1,2.6,25,1,14.4,highest_value
Santi Aldama,MEM,4.2,1.4,174,1,14.3,highest_value
Kristaps Porzingis,BOS,5.0,0.8,20,1,14.1,highest_value
Brandon Williams,DAL,3.2,2.3,144,3,13.9,highest_value
Vit Krejci,ATL,3.3,2.2,3,1,13.8,highest_value
Nikola Jokic,DEN,7.5,,15200,1,,most_popular
Cade Cunningham,DET,5.4,0.2,9100,2,,most_popular
Josh Giddey,CHI,4.2,0.3,5600,2,,most_popular
Jalen Duren,DET,2.6,0.5,5300,3,,most_popular
Cooper Flagg,DAL,1.9,1.1,4900,5,,most_popular
Jalen Johnson,ATL,3.8,0.3,4900,2,,most_popular
Ryan Rollins,MIL,3.4,0.7,4100,3,,most_popular
Karl-Anthony Towns,NYK,2.8,0.5,4000,3,,most_popular
Jalen Brunson,NYK,5.6,0.3,3900,2,,most_popular
James Harden,CLE,10.1,0.2,3500,2,,most_popular
Derik Queen,HOU,3.0,1.6,3300,2,,most_popular
Jamal Murray,DEN,4.5,0.4,2800,2,,most_popular
Franz Wagner,ORL,6.6,0.6,2800,4,,most_popular
Russell Westbrook,DEN,4.7,1.1,2500,5,,most_popular
