player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Anthony Black,ORL,6.1,1.4,72,1,21.3,highest_value
Keon Ellis,SAC,3.8,3.0,1,1,18.8,highest_value
Walter Clayton Jr.,ORL,3.7,3.0,2,1,18.5,highest_value
Keldon Johnson,ATL,4.9,1.6,15,1,17.7,highest_value
Andrew Wiggins,MIA,5.7,1.1,32,1,17.7,highest_value
Cam Thomas,BKN,5.0,1.4,85,1,17.0,highest_value
Onyeka Okongwu,ATL,5.6,1.0,37,1,16.8,highest_value
Pelle Larsson,PHX,3.7,2.3,19,1,15.8,highest_value
Maxime Raynaud,SAC,3.4,2.6,28,1,15.7,highest_value
Pascal Siakam,IND,6.1,0.6,211,1,15.7,highest_value
Nikola Jovic,MIA,3.5,2.5,1,1,15.6,highest_value
Reed Sheppard,HOU,4.5,1.3,25,1,14.9,highest_value
Spencer Jones,DEN,2.8,3.0,8,1,13.9,highest_value
Nikola Jokic,DEN,6.9,0.0,9200,1,13.8,highest_value
