player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Jordan Clarkson,,3.9,3.0,5,,19.5,highest_value
Keon Ellis,CLE,3.8,3.0,18,,19.2,highest_value
Kawhi Leonard,LAC,8.6,0.2,1100,,19,highest_value
Nique Clifford,SAC,3.7,3.0,60,,18.5,highest_value
DeMar DeRozan,SAC,6,1.0,111,,18.1,highest_value
Brice Sensabaugh,UTAH,4.2,2.3,33,,18.1,highest_value
Desmond Bane,ORL,6.5,0.7,374,,17.5,highest_value
Tristan da Silva,ORL,3.5,2.6,23,,16.3,highest_value
Cameron Johnson,,3.9,2.1,4,,15.9,highest_value
Jordan Miller,,3.3,2.6,13,,15.1,highest_value
Christian Braun,,3.7,1.8,4,,14.2,highest_value
Miles Bridges,CHA,4.7,1.0,68,,14.2,highest_value
Dejounte Murray,NO,4.2,1.3,45,,13.7,highest_value
