player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Jusuf Nurkic,PHX,5.7,1.5,78,1,20.1,highest_value
Ja Morant,MEM,6.0,1.0,151,1,18.1,highest_value
Tyrese Maxey,PHI,8.3,0.1,1900,1,17.3,highest_value
Marcus Sasser,MEM,3.7,3.0,2,3,17.2,highest_value
Cedric Coward,PHI,4.8,1.5,254,1,16.9,highest_value
Luka Garza,WAS,3.1,3.0,4,1,15.3,highest_value
VJ Edgecombe,PHI,5.1,1.0,625,1,15.2,highest_value
Derrick White,BOS,5.5,0.7,351,1,14.8,highest_value
Joel Embiid,PHI,5.2,0.7,27,1,14.1,highest_value
John Collins,UTA,3.3,2.1,39,1,13.4,highest_value
Yanic Konan Niederhauser,SAC,2.7,3.0,1,1,13.3,highest_value
Keyonte George,UTA,5.4,0.4,254,1,12.9,highest_value
Anfernee Simons,POR,3.2,2.0,36,1,12.6,highest_value
Kawhi Leonard,LAC,5.6,0.2,1800,1,12.3,highest_value
