player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Jaren Jackson Jr.,MEM,7.0,1.4,103,1,23.7,highest_value
Cam Spencer,MEM,5.9,1.9,107,1,23.1,highest_value
Cooper Flagg,CHA,5.9,1.0,1100,1,17.8,highest_value
Kyle Filipowski,UTA,4.1,2.3,35,1,17.5,highest_value
Isaiah Collier,UTA,3.3,2.7,2,1,15.3,highest_value
Lauri Markkanen,UTA,6.2,0.4,467,1,14.8,highest_value
Keyonte George,UTA,5.7,0.5,446,1,14.3,highest_value
Nikola Jokic,DEN,7.1,0.0,11300,1,14.2,highest_value
Alperen Sengun,HOU,5.8,0.3,529,1,13.3,highest_value
Kris Dunn,ATL,2.7,2.7,15,1,12.6,highest_value
Jaylen Brown,BOS,5.4,0.3,894,1,12.4,highest_value
Josh Okogie,NOP,2.5,3.0,2,1,12.4,highest_value
Ryan Nembhard,DAL,3.0,2.1,28,1,12.3,highest_value
Kentavious Caldwell-Pope,DEN,2.4,3.0,22,1,12.0,highest_value
