player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Max Christie,DAL,5.0,2.0,28,,19.8,highest_value
Luguentz Dort,OKC,3.5,3.0,3,,17.4,highest_value
Jordan Miller,LAC,3.3,2.9,66,,16.0,highest_value
Moussa Cisse,DAL,3.1,3.0,4,,15.4,highest_value
Collin Gillespie,PHX,4.7,1.2,146,,15.0,highest_value
Buddy Hield,GS,3.0,3.0,37,,14.8,highest_value
Quinten Post,GS,2.9,3.0,25,,14.6,highest_value
Chet Holmgren,OKC,5.2,0.7,42,,14.1,highest_value
Alexandre Sarr,WSH,4.8,0.9,38,,13.9,highest_value
Dillon Brooks,PHX,4.3,1.2,137,,13.9,highest_value
Isaiah Joe,OKC,2.9,2.8,3,,13.9,highest_value
Brandin Podziemski,GS,3.9,1.5,95,,13.6,highest_value
Victor Wembanyama,SA,5.9,0.3,1200,,13.6,highest_value
