player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Kawhi Leonard,LAC,10.8,0.3,287,1,24.9,highest_value
Nick Smith Jr.,CHA,4.0,3.0,2,2,19.4,highest_value
Ja'Kobe Walter,TOR,3.1,3.0,1,1,15.6,highest_value
Scottie Barnes,TOR,6.3,0.5,290,1,15.6,highest_value
Draymond Green,GSW,3.5,2.0,5,1,14.0,highest_value
Jaren Jackson Jr.,MEM,4.5,1.1,199,1,13.9,highest_value
Adem Bona,PHI,2.7,3.0,1,1,13.4,highest_value
Chet Holmgren,OKC,4.8,0.8,27,1,13.4,highest_value
Will Richard,ORL,2.6,3.0,5,1,13.2,highest_value
Hugo Gonzalez,SAS,2.6,3.0,5,1,12.9,highest_value
Bilal Coulibaly,WAS,3.1,2.2,11,1,12.9,highest_value
Nicolas Batum,LAC,2.5,3.0,1,1,12.6,highest_value
Donovan Clingan,POR,3.9,1.2,90,1,12.5,highest_value
LeBron James,LAL,4.7,0.6,158,1,12.2,highest_value
