player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Precious Achiuwa,SAC,5.1,2.2,104,,21.6,highest_value
Marcus Smart,LAL,4.2,2.5,3,,18.9,highest_value
Neemias Queta,BOS,4.9,1.5,56,,17.1,highest_value
Justin Edwards,PHI,3.4,3.0,24,,16.8,highest_value
Daeqwon Plowden,SAC,3.3,3.0,2,,16.4,highest_value
Tristan Vukcevic,WSH,3.2,3.0,1,,16.1,highest_value
Maxime Raynaud,SAC,3.8,2.1,146,,15.5,highest_value
Victor Wembanyama,SA,7,0.2,448,,15.4,highest_value
Quentin Grimes,PHI,3.8,1.7,59,,14.1,highest_value
Jamir Watkins,WSH,2.7,3.0,2,,13.5,highest_value
Jayson Tatum,BOS,4.6,0.9,275,,13.2,highest_value
Ryan Rollins,MIL,4.5,0.9,189,,13.2,highest_value
Austin Reaves,LAL,5.3,0.5,177,,13.2,highest_value
DeMar DeRozan,SAC,4.4,1.0,343,,13.1,highest_value
Nikola Jokic,DEN,6.4,0.0,5500,,12.9,highest_value
Russell Westbrook,SAC,4.1,1.1,255,,12.8,highest_value
Luka Doncic,LAL,6.1,0.0,3700,,12.2,highest_value
