player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Brandin Podziemski,GS,4.6,2.9,12,1,22.6,highest_value
Tari Eason,HOU,4.4,3.0,1,1,22.2,highest_value
Kelly Oubre Jr.,PHI,5.0,1.9,6,1,19.6,highest_value
Mark Williams,PHX,3.8,3.0,1,1,18.9,highest_value
Collin Gillespie,PHX,4.0,2.9,2,2,18.7,highest_value
Day'Ron Sharpe,BKN,3.6,3.0,1,1,18.2,highest_value
Royce O'Neale,PHX,4.2,2.2,1,1,17.8,highest_value
Reed Sheppard,HOU,3.5,2.9,15,1,17.3,highest_value
Lauri Markkanen,UTAH,7.1,0.4,21,1,17.0,highest_value
Moses Moody,GS,3.3,3.0,3,1,16.6,highest_value
Anfernee Simons,POR,3.4,2.6,16,1,15.6,highest_value
Josh Minott,MIN,3.1,3.0,1,1,15.4,highest_value
Terance Mann,LAC,3.2,3.0,2,2,15.4,highest_value
Tim Hardaway Jr.,DET,3.1,3.0,1,2,14.7,highest_value
