player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Marcus Smart,LAL,3.1,2.6,56,1,14.2,highest_value
Chet Holmgren,OKC,4.9,0.8,574,1,13.7,highest_value
Stephon Castle,SAS,4.6,0.8,627,1,12.8,highest_value
Julian Champagnie,SAS,3,2.1,299,1,12.4,highest_value
Jamaree Bouyea,PHX,2.3,3.0,6,1,11.5,highest_value
Shai Gilgeous-Alexander,OKC,5.3,0,6800,1,10.5,highest_value
Cason Wallace,OKC,2.6,2.1,42,1,10.5,highest_value
Keldon Johnson,SAS,3,1.5,211,1,10.4,highest_value
Jaylin Williams,OKC,2.1,3.0,50,1,10.4,highest_value
Luka Doncic,LAL,4.9,0,10200,1,9.7,highest_value
LeBron James,LAL,3.7,0.6,504,1,9.7,highest_value
Luguentz Dort,OKC,2,2.9,42,1,9.7,highest_value
Branden Carlson,UTA,1.8,3.0,8,1,8.9,highest_value
Devin Vassell,SAS,2.5,1.3,327,1,8.4,highest_value
Ousmane Dieng,OKC,1.6,3.0,3,1,8.2,highest_value
Harrison Barnes,SAS,2.3,1.6,306,1,8.1,highest_value
Ajay Mitchell,OKC,2.4,1.2,222,1,7.7,highest_value
