player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Devin Vassell,SAS,6.2,1.6,25,1,22.2,highest_value
Cameron Johnson,BKN,4.4,2.5,39,1,20.0,highest_value
Julian Champagnie,SAS,4.2,2.4,2,1,18.3,highest_value
Jared McCain,PHI,3.5,3.0,92,1,17.6,highest_value
Desmond Bane,MEM,5.4,1.1,72,1,16.9,highest_value
Egor Demin,BKN,3.5,2.6,7,1,16.2,highest_value
Austin Reaves,LAL,7.1,0.2,553,1,15.6,highest_value
Jamal Murray,DEN,6.3,0.4,323,1,15.2,highest_value
Jalen Johnson,ATL,6.1,0.4,612,1,14.6,highest_value
Jay Huff,GSW,2.9,3.0,8,1,14.4,highest_value
Kyle Kuzma,WAS,4.0,1.5,1,1,14.2,highest_value
Brandon Miller,CHA,3.9,1.6,9,1,14.1,highest_value
Ryan Nembhard,IND,2.8,3.0,2,1,14.1,highest_value
Russell Westbrook,DEN,4.5,1.1,212,1,13.8,highest_value
