player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Deandre Ayton,,6.2,1.4,5,,21.0,highest_value
Payton Pritchard,,6.0,0.8,172,,16.9,highest_value
Egor Demin,,3.8,2.2,41,,16.1,highest_value
Luka Dončić,,8.1,,2500,,16.1,highest_value
Baylor Scheierman,,3.1,3.0,4,,15.4,highest_value
Gui Santos,,2.9,3.0,5,,14.5,highest_value
Wendell Carter Jr.,,4.0,1.5,4,,14.2,highest_value
Desmond Bane,,4.8,0.9,64,,13.9,highest_value
Sidy Cissoko,,2.7,3.0,1,,13.6,highest_value
Derik Queen,,4.0,1.4,59,,13.5,highest_value
John Collins,,3.6,1.7,4,,13.3,highest_value
Brandon Ingram,,4.9,0.7,479,,13.3,highest_value
Luka Garza,,2.8,2.6,1,,12.9,highest_value
