player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Josh Hart,,7.6,1.1,47,,23.5,highest_value
Bub Carrington,,4.7,2.4,6,,20.9,highest_value
Jose Alvarado,,3.8,2.8,30,,18.4,highest_value
Bones Hyland,,3.4,3.0,7,,17.2,highest_value
Jalen Duren,DET,6.1,0.7,232,,16.4,highest_value
Oso Ighodaro,,3.3,2.9,14,,16.2,highest_value
OG Anunoby,NY,5.3,1.0,69,,16,highest_value
Daniss Jenkins,,3.4,2.8,4,,15.8,highest_value
Will Riley,,2.9,3.0,40,,14.6,highest_value
Christian Braun,,3.7,1.8,4,,14.1,highest_value
Kevin Porter Jr.,MIL,5.1,0.6,26,,13.2,highest_value
Jaden McDaniels,,3.9,1.3,52,,12.8,highest_value
Pete Nance,,3,3.0,1,,12.6,highest_value
