player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Jay Huff,WAS,6.3,2.2,234,1,26.3,highest_value
Jaylon Tyson,CLE,6.6,1.4,36,1,22.4,highest_value
Jordan Miller,MIA,4.4,3.0,22,1,21.9,highest_value
Jamal Shead,HOU,3.6,2.5,105,1,16.4,highest_value
Precious Achiuwa,NYK,3.4,2.7,37,1,16.0,highest_value
Naz Reid,MIN,4.8,1.2,197,1,15.3,highest_value
Kevin Durant,PHX,5.8,0.5,1300,1,14.4,highest_value
Jalen Smith,IND,3.4,2.2,3,1,14.3,highest_value
Danny Wolf,LAL,2.8,3.0,2,1,14.0,highest_value
Justin Champagnie,WAS,3.0,2.6,25,1,13.9,highest_value
Jeremiah Fears,OKC,3.4,1.9,63,1,13.3,highest_value
Zion Williamson,NOP,5.0,0.6,124,1,13.0,highest_value
Pascal Siakam,IND,5.1,0.5,466,1,12.8,highest_value
Bub Carrington,WAS,2.8,2.5,104,1,12.7,highest_value
