player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Alex Caruso,OKC,3.1,3.0,146,1,15.3,highest_value
Jalen Suggs,ORL,4.1,1.2,268,1,13.0,highest_value
Jalen Brunson,NYK,5.6,0.3,1500,1,12.8,highest_value
Karl-Anthony Towns,NYK,5.1,0.5,622,1,12.6,highest_value
OG Anunoby,NYK,3.9,1.1,40,1,12.1,highest_value
Devin Vassell,SAS,3.4,1.3,290,1,11.4,highest_value
Mitchell Robinson,NYK,2.3,2.6,12,1,10.5,highest_value
Wendell Carter Jr.,ORL,2.8,1.6,133,1,9.9,highest_value
Desmond Bane,MEM,3.1,0.9,577,1,8.9,highest_value
De'Aaron Fox,SAC,3.6,0.4,508,1,8.6,highest_value
Josh Hart,NYK,2.8,1.0,379,1,8.4,highest_value
Paolo Banchero,ORL,2.8,0.9,160,1,8.0,highest_value
Jalen Williams,OKC,2.9,0.7,114,1,7.8,highest_value
Anthony Black,ORL,2.1,1.7,279,1,7.8,highest_value
