player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Matas Buzelis,CHI,5.6,1.6,38,1,20.0,highest_value
Trae Young,WAS,5.8,1.2,75,1,18.5,highest_value
DeMar DeRozan,SAC,5.9,1.0,334,1,18.4,highest_value
Kel'el Ware,MIA,5.7,1.2,134,1,18.3,highest_value
Dennis Schroeder,WAS,5.5,1.2,42,1,17.5,highest_value
Tristan Vukcevic,WAS,3.4,3.0,11,1,17.0,highest_value
Bub Carrington,WAS,3.4,2.9,15,1,16.5,highest_value
Tre Johnson,WAS,3.2,3.0,6,1,16.1,highest_value
Jalen Brunson,NYK,7.3,0.2,2400,1,16.0,highest_value
Onyeka Okongwu,ATL,5.1,1.0,178,1,15.3,highest_value
Luke Kornet,BOS,3.8,1.7,2,1,14.0,highest_value
Mike Conley,MIN,2.8,3.0,2,1,13.8,highest_value
Jalen Johnson,ATL,6.2,0.2,2300,1,13.6,highest_value
Isaac Okoro,CLE,2.7,3.0,1,1,13.3,highest_value
