player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Noah Clowney,BKN,4.3,2.5,3,1,19.1,highest_value
Jarace Walker,IND,3.9,2.9,1,1,18.9,highest_value
Bobby Portis,MIL,4.2,2.4,30,1,18.5,highest_value
Jaylen Wells,MEM,3.9,2.9,5,2,18.4,highest_value
Peyton Watson,DEN,4.1,2.4,17,1,18.1,highest_value
Anthony Edwards,MIN,7.2,0.5,510,1,18.1,highest_value
Saddiq Bey,NOP,4.2,2.1,4,1,17.3,highest_value
Jose Alvarado,NOP,3.4,3.0,2,1,17.2,highest_value
Buddy Hield,GSW,3.4,3.0,7,1,17.0,highest_value
Keegan Murray,SAC,4.3,1.7,8,1,16.0,highest_value
Karl-Anthony Towns,NYK,6.3,0.5,382,1,15.6,highest_value
Aaron Holiday,HOU,3.1,3.0,1,1,15.3,highest_value
Yves Missi,NOP,3.3,3.0,1,3,15.3,highest_value
Nikola Jokic,DEN,4.8,,14500,1,,most_popular
Stephen Curry,GSW,4.3,0.2,7500,2,,most_popular
Cade Cunningham,DET,3.7,0.2,7500,2,,most_popular
Alperen Sengun,HOU,2.6,0.3,4500,2,,most_popular
Donovan Mitchell,CLE,2.9,0.1,4300,2,,most_popular
Josh Giddey,CHI,2.6,0.3,4100,2,,most_popular
Anthony Edwards,MIN,7.2,0.5,4100,5,,most_popular
Lauri Markkanen,UTA,2.3,0.3,4000,2,,most_popular
Devin Booker,PHX,2.2,0.4,3600,3,,most_popular
Jalen Brunson,NYK,3.9,0.3,3600,2,,most_popular
Ryan Rollins,MIL,1.9,0.7,3200,4,,most_popular
Deni Avdija,POR,3.3,0.5,3000,3,,most_popular
Karl-Anthony Towns,NYK,6.3,0.5,2900,3,,most_popular
Derik Queen,HOU,2.0,1.6,2600,2,,most_popular
